date,ethereum,isPartial
2021-07-01,54,False
2021-07-02,47,False
2021-07-03,51,False
2021-07-04,62,False
2021-07-05,50,False
2021-07-06,57,False
2021-07-07,51,False
2021-07-08,54,False
2021-07-09,56,False
2021-07-10,46,False
2021-07-11,41,False
2021-07-12,42,False
2021-07-13,47,False
2021-07-14,52,False
2021-07-15,52,False
2021-07-16,48,False
2021-07-17,42,False
2021-07-18,45,False
2021-07-19,50,False
2021-07-20,57,False
2021-07-21,53,False
2021-07-22,58,False
2021-07-23,49,False
2021-07-24,55,False
2021-07-25,50,False
2021-07-26,81,False
2021-07-27,56,False
2021-07-28,59,False
2021-07-29,51,False
2021-07-30,54,False
2021-07-31,58,False
2021-08-01,68,False
2021-08-02,65,False
2021-08-03,62,False
2021-08-04,74,False
2021-08-05,93,False
2021-08-06,87,False
2021-08-07,100,False
2021-08-08,96,False
2021-08-09,91,False
2021-08-10,86,False
2021-08-11,85,False
2021-08-12,80,False
2021-08-13,78,False
2021-08-14,68,False
2021-08-15,66,False
2021-08-16,77,False
2021-08-17,65,False
2021-08-18,64,False
2021-08-19,63,False
2021-08-20,68,False
2021-08-21,60,False
2021-08-22,58,False
2021-08-23,73,False
2021-08-24,67,False
2021-08-25,60,False
2021-08-26,52,False
2021-08-27,58,False
2021-08-28,53,False
2021-08-29,53,False
2021-08-30,52,False
2021-08-31,63,False
2021-09-01,83,False
2021-09-02,87,False
2021-09-03,96,False
2021-09-04,78,False
2021-09-05,77,False
2021-09-06,73,False
2021-09-07,88,False
2021-09-08,80,False
2021-09-09,69,False
2021-09-10,62,False
2021-09-11,56,False
2021-09-12,56,False
2021-09-13,53,False
2021-09-14,53,False
2021-09-15,53,False
2021-09-16,61,False
2021-09-17,52,False
2021-09-18,54,False
2021-09-19,45,False
2021-09-20,65,False
2021-09-21,62,False
2021-09-22,57,False
2021-09-23,58,False
2021-09-24,62,False
2021-09-25,43,False
2021-09-26,40,False
2021-09-27,52,False
2021-09-28,50,False
2021-09-29,46,False
2021-09-30,47,False
